text,label
"Andhra Pradesh सरकार GOVERNMENT OF Andhra Pradesh
                खाद्य एवं नागरिक आपूर्ति विभाग
                
                राशन कार्ड/RATION CARD
                Category: APL
                
                मुखिया/Head: KAVYA NAIR
                पता/Address: 90 Residency Road, Nagpur 400001
                परिवार के सदस्य: 2",RATION_CARD
"HEALTH SMART CARD
                STATE HEALTH SCHEME
                
                Beneficiary Name: USHA SAXENA
                Card Number: KA559065594
                Family ID: FAM74444
                
                Address: 717 Whitefield, Lucknow 600005
                Mobile: +91 7147272368
                
                Valid Till: 07/04/2030",SMART_CARD
"Uttar Pradesh सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती AMIT SHARMA
                पुत्र/पुत्री: KRISHNA KUMAR
                निवासी: 536 Indiranagar, Coimbatore 600004
                
                जाति: REDDY
                श्रेणी: GENERAL",COMMUNITY_CERTIFICATE
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: ROHIT SHAH
                Place of Birth: Jaipur
                Date of Birth: 12/06/1990
                Passport No: S5629332
                Place of Issue: Jaipur
                Date of Issue: 22/10/2022
                Date of Expiry: 09/01/2026",PASSPORT
"ICSE BOARD OF EDUCATION
                CLASS XII EXAMINATION
                MARK SHEET
                
                Name: MAMTA SRIVASTAVA
                Father Name: MAHENDRA SINGH
                Roll Number: 892967
                
                SUBJECTS:
                English: 71/100
Mathematics: 90/100
Science: 72/100
Social Studies: 65/100
Hindi: 60/100
                
                Total Marks: 361
                Percentage: 66.69%
                Grade: B1
                Result: PASS",MARKSHEET
"HEALTH SMART CARD
                STATE HEALTH SCHEME
                
                Beneficiary Name: ANITA KUMARI
                Card Number: TA394506485
                Family ID: FAM55165
                
                Address: 911 Commercial Street, Hyderabad 600002
                Mobile: +91 8535085793
                
                Valid Till: 12/11/2029",SMART_CARD
"UNIQUE IDENTIFICATION AUTHORITY
                GOVERNMENT OF INDIA
                
                SITA GUPTA
                DOB: 01/11/1988
                UID: 6688 3841 9579
                Address: 21 Basavanagudi, Visakhapatnam 560002
                Mobile: +91 9296430282",AADHAR_CARD
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: VIJAY SHUKLA
                Place of Birth: Pune
                Date of Birth: 17/04/1984
                Passport No: Z7541672
                Place of Issue: Pune
                Date of Issue: 16/11/2020
                Date of Expiry: 27/11/2033",PASSPORT
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: NARESH TIWARI
                Date of Birth: 13/05/1975
                Aadhar Number: 4371 7269 9761
                Address: 487 Jayanagar, Rajkot 600002
                Male/Female: Male",AADHAR_CARD
"MUMBAI MUNICIPAL CORPORATION
                जन्म प्रमाण पत्र
                
                नाम/Name: MAHESH AGARWAL
                जन्म तिथि/Date of Birth: 23/11/1971
                जन्म स्थान/Place of Birth: Ahmedabad
                पिता का नाम/Father: DEVENDRA SINGH
                माता का नाम/Mother: USHA SAXENA
                
                पंजीकरण संख्या: DEL/1971/48580",BIRTH_CERTIFICATE
"Anna University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: KIRAN SHUKLA
                Registration No: DEL/1987/96029
                Programme: MBA
                Semester: VI
                
                English: A+
Mathematics: A
Science: B+
Social Studies: C
Hindi: B
                
                CGPA: 8.82
                Classification: First Class",MARKSHEET
"DELHI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: ARJUN REDDY
                Date of Birth: 18/01/2003
                Place of Birth: Hyderabad
                Father's Name: HARI SHANKAR
                Mother's Name: GEETA AGARWAL
                
                Registration Number: DEL/2003/97351
                Date of Registration: 04/08/2020",BIRTH_CERTIFICATE
"Uttar Pradesh TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: AJAY SAXENA
                Father Name: BRIJESH KUMAR
                Date of Birth: 21/06/1989
                License Number: UP9770138715
                Issue Date: 04/09/2022
                Authorization: MCWG",DRIVING_LICENSE
"UNIQUE IDENTIFICATION AUTHORITY
                GOVERNMENT OF INDIA
                
                ANKIT JOSHI
                DOB: 20/12/2004
                UID: 1648 7832 6780
                Address: 280 Cunningham Road, Nashik 600002
                Mobile: +91 8396477333",AADHAR_CARD
"Anna University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: ASHOK TRIPATHI
                Registration No: MUM/1982/27131
                Programme: MBA
                Semester: III
                
                English: A+
Mathematics: B
Science: B
Social Studies: B+
Hindi: B
                
                CGPA: 7.92
                Classification: Third Class",MARKSHEET
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: ANIL VERMA
                Father's Name: BRIJESH KUMAR
                Date of Birth: 06/09/1963
                PAN: PARQR6393O
                Signature",PAN_CARD
"CANARA BANK
                बचत खाता पासबुक
                
                खाताधारक/Account Holder: ASHOK TRIPATHI
                खाता संख्या/A/C No: 11268593850
                शाखा/Branch: Nagpur Branch
                IFSC: GEPG0531966
                
                शेष राशि/Balance: ₹43419.22",BANK_PASSBOOK
"Telangana TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: ROHIT SHAH
                Father Name: MOHAN LAL
                Date of Birth: 24/07/1990
                License Number: KA3069066081
                Issue Date: 05/11/2024
                Authorization: LMV",DRIVING_LICENSE
"STATE BANK OF INDIA
                SAVINGS BANK PASSBOOK
                
                Account Holder: AJAY SAXENA
                Account Number: 98430239172
                IFSC Code: GUWV0704913
                Branch: Ahmedabad Branch
                
                Address: 794 Cunningham Road, Ahmedabad 560005
                
                Current Balance: ₹56647.39
                
                Recent Transactions:
                05/11/2024 - Interest Credit - ₹36988.00
08/11/2024 - Interest Credit - ₹23887.00
02/11/2024 - ATM Withdrawal - ₹7474.00",BANK_PASSBOOK
"HEALTH SMART CARD
                STATE HEALTH SCHEME
                
                Beneficiary Name: MAHESH AGARWAL
                Card Number: MA415859733
                Family ID: FAM71386
                
                Address: 830 Rajajinagar, Kolkata 400002
                Mobile: +91 9956666633
                
                Valid Till: 16/06/2026",SMART_CARD
"CANARA BANK
                बचत खाता पासबुक
                
                खाताधारक/Account Holder: SUNITA DEVI
                खाता संख्या/A/C No: 20490249929
                शाखा/Branch: Ludhiana Branch
                IFSC: PXDK0915177
                
                शेष राशि/Balance: ₹48531.99",BANK_PASSBOOK
"Gujarat सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती VIKASH SINGH
                पुत्र/पुत्री: KRISHNA KUMAR
                निवासी: 835 Malleshwaram, Surat 400005
                
                जाति: KUMAR
                श्रेणी: SC",COMMUNITY_CERTIFICATE
"MUMBAI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: LAKSHMI REDDY
                Date of Birth: 23/06/2003
                Place of Birth: Pune
                Father's Name: SURESH KUMAR
                Mother's Name: PUSHPA TIWARI
                
                Registration Number: BNG/2003/41417
                Date of Registration: 10/09/2024",BIRTH_CERTIFICATE
"EMPLOYEE SMART CARD
                Healthcare Ltd
                
                Name: ANIL VERMA
                Employee ID: EMP3823
                Department: Operations
                Designation: Coordinator
                
                Valid From: 01/01/2022
                Valid Till: 04/12/2030",SMART_CARD
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: ASHOK TRIPATHI
                Place of Birth: Bhopal
                Date of Birth: 17/12/1963
                Passport No: X5697980
                Place of Issue: Bhopal
                Date of Issue: 05/09/2021
                Date of Expiry: 27/08/2030",PASSPORT
"भारतीय गणराज्य REPUBLIC OF INDIA
                पासपोर्ट PASSPORT
                विदेश मंत्रालय
                
                नाम/Name: RAKESH JAIN
                जन्म स्थान/Place of Birth: Vadodara
                जन्म तिथि/Date of Birth: 28/03/1963
                पासपोर्ट संख्या/Passport No: F7903224",PASSPORT
"HEALTH SMART CARD
                EMPLOYEE HEALTH SCHEME
                
                Beneficiary Name: VINOD MISHRA
                Card Number: UT835200675
                Family ID: FAM96374
                
                Address: 895 Church Street, Bangalore 600005
                Mobile: +91 8587261123
                
                Valid Till: 20/09/2030",SMART_CARD
"EMPLOYEE SMART CARD
                Government Office
                
                Name: AJAY SAXENA
                Employee ID: EMP6545
                Department: IT
                Designation: Manager
                
                Valid From: 11/12/2020
                Valid Till: 01/11/2029",SMART_CARD
"भारतीय निर्वाचन आयोग
                ELECTION COMMISSION OF INDIA
                मतदाता पहचान पत्र/VOTER ID
                
                नाम/Name: AMIT SHARMA
                पिता का नाम/Father: NARENDRA PRASAD
                मतदाता संख्या/EPIC: XFJ9792804",VOTER_ID
"Kerala सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती SUNITA DEVI
                पुत्र/पुत्री: SURESH KUMAR
                निवासी: 979 Commercial Street, Kanpur 400001
                
                जाति: PATEL
                श्रेणी: ST",COMMUNITY_CERTIFICATE
"आयकर विभाग INCOME TAX DEPT
                भारत सरकार GOVT OF INDIA
                स्थायी खाता संख्या कार्ड
                
                नाम/Name: NEHA VERMA
                पिता/Father: NARENDRA PRASAD
                जन्म तिथि/DOB: 02/11/1973
                स्थायी खाता संख्या/PAN: OKJSE9877N",PAN_CARD
"ELECTION COMMISSION OF INDIA
                ELECTORAL PHOTO IDENTITY CARD
                
                Name: MOHAN LAL
                Father's Name: MAHENDRA SINGH
                EPIC No: DDD3879833
                Age: 49
                Address: 201 Park Street, Bangalore 400001",VOTER_ID
"STATE BANK OF INDIA
                बचत खाता पासबुक
                
                खाताधारक/Account Holder: KAVYA NAIR
                खाता संख्या/A/C No: 16928075428
                शाखा/Branch: Jaipur Branch
                IFSC: LQER0220693
                
                शेष राशि/Balance: ₹63168.10",BANK_PASSBOOK
"HEALTH SMART CARD
                EMPLOYEE HEALTH SCHEME
                
                Beneficiary Name: POOJA MISHRA
                Card Number: UT685103324
                Family ID: FAM47124
                
                Address: 709 Rajajinagar, Agra 110002
                Mobile: +91 9709959777
                
                Valid Till: 07/09/2025",SMART_CARD
"CHENNAI CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: SUNITA DEVI
                Date of Birth: 13/03/1965
                Place of Birth: Surat
                Father's Name: RAJENDRA KUMAR
                Mother's Name: MEERA PATEL
                
                Registration Number: DEL/1965/85125
                Date of Registration: 15/07/2024",BIRTH_CERTIFICATE
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: ANIL VERMA
                Date of Birth: 26/02/1982
                Aadhar Number: 3697 6109 4374
                Address: 242 Cunningham Road, Ludhiana 560003
                Male/Female: Male",AADHAR_CARD
"Bangalore University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: VIJAY SHUKLA
                Registration No: BNG/1981/68231
                Programme: B.Com
                Semester: VI
                
                English: C
Mathematics: A
Science: B+
Social Studies: B+
Hindi: B+
                
                CGPA: 8.48
                Classification: Third Class",MARKSHEET
"GOVERNMENT OF Odisha
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: APL
                
                Head of Family: ANJALI SHAH
                Address: 264 Residency Road, Pune 400001
                
                Family Members:
                1. VIKASH SINGH (HEAD) - Age 53
2. MUKESH YADAV (WIFE) - Age 41
3. DEEPIKA JOSHI (SON) - Age 66
4. DEEPIKA JOSHI (DAUGHTER) - Age 12
                
                Family Size: 5
                Card Number: OD871637644",RATION_CARD
"DELHI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: SURESH GUPTA
                Date of Birth: 03/03/1962
                Place of Birth: Nashik
                Father's Name: NARENDRA PRASAD
                Mother's Name: REKHA PANDEY
                
                Registration Number: DEL/1962/17442
                Date of Registration: 19/06/2020",BIRTH_CERTIFICATE
"MUMBAI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: DEEPIKA JOSHI
                Date of Birth: 06/02/1961
                Place of Birth: Jaipur
                Father's Name: SHYAM SUNDAR
                Mother's Name: REKHA PANDEY
                
                Registration Number: BNG/1961/20359
                Date of Registration: 04/08/2021",BIRTH_CERTIFICATE
"UNIQUE IDENTIFICATION AUTHORITY
                GOVERNMENT OF INDIA
                
                NARESH TIWARI
                DOB: 14/09/1974
                UID: 8046 1292 5975
                Address: 238 Park Street, Surat 110001
                Mobile: +91 7733710034",AADHAR_CARD
"GOVERNMENT OF INDIA
                UNIQUE IDENTIFICATION AUTHORITY OF INDIA
                
                Name: ARJUN REDDY
                Date of Birth: 22/09/1966
                Aadhar Number: 1591 5817 4696
                Address: 920 Residency Road, Hyderabad 600001
                Male/Female: Male",AADHAR_CARD
"ELECTORAL ROLL
                VOTER IDENTITY CARD
                
                Voter Name: RAVI CHANDRA
                Relation: S/O RAM PRASAD
                Voter ID: OUH1186125
                Assembly Constituency: East Chennai",VOTER_ID
"UNIQUE IDENTIFICATION AUTHORITY
                GOVERNMENT OF INDIA
                
                ANJALI SHAH
                DOB: 21/01/1982
                UID: 4434 4753 4479
                Address: 759 Brigade Road, Meerut 110002
                Mobile: +91 7828722107",AADHAR_CARD
"भारतीय निर्वाचन आयोग
                ELECTION COMMISSION OF INDIA
                मतदाता पहचान पत्र/VOTER ID
                
                नाम/Name: NARESH TIWARI
                पिता का नाम/Father: RAM PRASAD
                मतदाता संख्या/EPIC: MNU7686231",VOTER_ID
"ELECTION COMMISSION OF INDIA
                ELECTORAL PHOTO IDENTITY CARD
                
                Name: AMIT SHARMA
                Father's Name: KRISHNA KUMAR
                EPIC No: SSZ1123048
                Age: 38
                Address: 997 Jayanagar, Rajkot 600004",VOTER_ID
"GOVERNMENT OF Haryana
                REVENUE DEPARTMENT
                
                COMMUNITY CERTIFICATE
                
                This is to certify that Sri/Smt PUSHPA TIWARI
                Son/Daughter of HARI SHANKAR
                Residing at: 69 Koramangala, Hyderabad 400005
                
                Belongs to GENERAL CATEGORY
                Community: REDDY
                
                This certificate is issued for the purpose of scholarship.
                
                Valid until: 25/10/2028",COMMUNITY_CERTIFICATE
"भारत सरकार GOVERNMENT OF INDIA
                आधार AADHAAR
                
                नाम/Name: KIRAN SHUKLA
                जन्म तिथि/DOB: 21/04/1999  
                आधार संख्या/Aadhaar No.: 6827 1126 5443
                पता/Address: 914 Brigade Road, Indore 560005",AADHAR_CARD
"GOVERNMENT OF Uttar Pradesh
                DEPARTMENT OF FOOD AND CIVIL SUPPLIES
                
                RATION CARD
                Card Type: BPL
                
                Head of Family: AJAY SAXENA
                Address: 310 Anna Nagar, Coimbatore 400003
                
                Family Members:
                1. USHA SAXENA (HEAD) - Age 51
2. RITA SINGH (WIFE) - Age 28
3. DINESH KUMAR (SON) - Age 45
                
                Family Size: 2
                Card Number: UT453600108",RATION_CARD
"Tamil Nadu TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: KIRAN KUMAR
                Father Name: MAHENDRA SINGH
                Date of Birth: 11/05/1967
                License Number: TN4190355162
                Issue Date: 07/06/2021
                Authorization: MCWG",DRIVING_LICENSE
"TAMIL NADU STATE BOARD OF EDUCATION
                HIGHER SECONDARY EXAMINATION
                MARK SHEET
                
                Name: NEHA VERMA
                Father Name: DEVENDRA SINGH
                Roll Number: 800879
                
                SUBJECTS:
                English: 73/100
Mathematics: 86/100
Science: 78/100
Social Studies: 64/100
Hindi: 76/100
                
                Total Marks: 420
                Percentage: 66.91%
                Grade: A2
                Result: PASS",MARKSHEET
"KARNATAKA STATE BOARD OF EDUCATION
                HIGHER SECONDARY EXAMINATION
                MARK SHEET
                
                Name: DINESH KUMAR
                Father Name: BRIJESH KUMAR
                Roll Number: 710063
                
                SUBJECTS:
                English: 84/100
Mathematics: 69/100
Science: 85/100
Social Studies: 63/100
Hindi: 77/100
                
                Total Marks: 362
                Percentage: 77.37%
                Grade: C1
                Result: PASS",MARKSHEET
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: RAJESH KUMAR
                Place of Birth: Meerut
                Date of Birth: 15/04/1983
                Passport No: T5724954
                Place of Issue: Meerut
                Date of Issue: 28/03/2022
                Date of Expiry: 02/12/2032",PASSPORT
"HDFC BANK
                SAVINGS BANK PASSBOOK
                
                Account Holder: RAJESH KUMAR
                Account Number: 95243456620
                IFSC Code: ODOA0469756
                Branch: Delhi Branch
                
                Address: 754 Koramangala, Delhi 110005
                
                Current Balance: ₹10036.47
                
                Recent Transactions:
                21/11/2024 - ATM Withdrawal - ₹46842.00
06/11/2024 - ATM Withdrawal - ₹30290.00
15/11/2024 - ATM Withdrawal - ₹25056.00",BANK_PASSBOOK
"AXIS BANK
                SAVINGS BANK PASSBOOK
                
                Account Holder: ANJALI SHAH
                Account Number: 75331539231
                IFSC Code: JJGH0216309
                Branch: Surat Branch
                
                Address: 808 Malleshwaram, Surat 400005
                
                Current Balance: ₹21433.35
                
                Recent Transactions:
                26/11/2024 - ATM Withdrawal - ₹12944.00
27/11/2024 - Salary Credit - ₹19786.00
25/11/2024 - UPI Transfer - ₹25385.00",BANK_PASSBOOK
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: REKHA PANDEY
                Father's Name: RAJENDRA KUMAR
                Date of Birth: 10/06/1974
                PAN: NSDIM8862Z
                Signature",PAN_CARD
"MAHARASHTRA STATE BOARD OF EDUCATION
                HIGHER SECONDARY EXAMINATION
                MARK SHEET
                
                Name: SITA GUPTA
                Father Name: GANESH PRASAD
                Roll Number: 329258
                
                SUBJECTS:
                English: 77/100
Mathematics: 68/100
Science: 81/100
Social Studies: 71/100
Hindi: 79/100
                
                Total Marks: 425
                Percentage: 69.27%
                Grade: B2
                Result: PASS",MARKSHEET
"MUMBAI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: MAMTA SRIVASTAVA
                Date of Birth: 11/10/1980
                Place of Birth: Vadodara
                Father's Name: GANESH PRASAD
                Mother's Name: MEERA PATEL
                
                Registration Number: DEL/1980/55831
                Date of Registration: 08/09/2024",BIRTH_CERTIFICATE
"भारतीय गणराज्य REPUBLIC OF INDIA
                पासपोर्ट PASSPORT
                विदेश मंत्रालय
                
                नाम/Name: KIRAN SHUKLA
                जन्म स्थान/Place of Birth: Vadodara
                जन्म तिथि/Date of Birth: 05/12/1992
                पासपोर्ट संख्या/Passport No: Y3762522",PASSPORT
"Maharashtra सरकार GOVERNMENT OF Maharashtra
                खाद्य एवं नागरिक आपूर्ति विभाग
                
                राशन कार्ड/RATION CARD
                Category: AAY
                
                मुखिया/Head: RAVI CHANDRA
                पता/Address: 881 Anna Nagar, Lucknow 600002
                परिवार के सदस्य: 6",RATION_CARD
"ELECTION COMMISSION OF INDIA
                ELECTORAL PHOTO IDENTITY CARD
                
                Name: SUNITA DEVI
                Father's Name: SURESH KUMAR
                EPIC No: GAM1959073
                Age: 31
                Address: 603 Brigade Road, Nagpur 110005",VOTER_ID
"Mumbai University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: ANJALI SHAH
                Registration No: BNG/1989/35546
                Programme: B.A
                Semester: VII
                
                English: B+
Mathematics: C
Science: B
Social Studies: A+
Hindi: B+
                
                CGPA: 9.11
                Classification: Second Class",MARKSHEET
"TRANSPORT DEPARTMENT
                GOVERNMENT OF Odisha
                DRIVING LICENSE
                
                Name: MAHESH AGARWAL
                S/O: NARENDRA PRASAD
                DOB: 09/03/2002
                DL No: KA4963092341
                Address: 619 Malleshwaram, Mumbai 560005
                Valid Till: 08/05/2028
                Vehicle Class: HMV",DRIVING_LICENSE
"Uttar Pradesh सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती SANJAY DUBEY
                पुत्र/पुत्री: MAHENDRA SINGH
                निवासी: 400 Rajajinagar, Indore 600005
                
                जाति: SINGH
                श्रेणी: OBC",COMMUNITY_CERTIFICATE
"Rajasthan TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: KIRAN SHUKLA
                Father Name: RAM PRASAD
                Date of Birth: 10/03/1984
                License Number: RJ3377148420
                Issue Date: 01/06/2023
                Authorization: MCWG",DRIVING_LICENSE
"HDFC BANK
                बचत खाता पासबुक
                
                खाताधारक/Account Holder: DEEPAK SRIVASTAVA
                खाता संख्या/A/C No: 93860387803
                शाखा/Branch: Agra Branch
                IFSC: QEXY0562032
                
                शेष राशि/Balance: ₹90710.10",BANK_PASSBOOK
"Mumbai University
                EXAMINATION RESULT
                GRADE CARD
                
                Student Name: PUSHPA TIWARI
                Registration No: BNG/1985/18935
                Programme: B.A
                Semester: III
                
                English: C
Mathematics: B+
Science: A
Social Studies: B+
Hindi: A
                
                CGPA: 6.09
                Classification: First Class",MARKSHEET
"REPUBLIC OF INDIA
                PASSPORT
                MINISTRY OF EXTERNAL AFFAIRS
                
                Name: PRIYA SHARMA
                Place of Birth: Lucknow
                Date of Birth: 03/11/1979
                Passport No: K4675600
                Place of Issue: Lucknow
                Date of Issue: 11/06/2020
                Date of Expiry: 28/08/2034",PASSPORT
"DELHI MUNICIPAL CORPORATION
                CERTIFICATE OF BIRTH
                REGISTRAR OF BIRTHS AND DEATHS
                
                This is to certify that the following particulars have been compiled from the original records.
                
                Name: ARJUN REDDY
                Date of Birth: 08/07/2005
                Place of Birth: Rajkot
                Father's Name: MAHENDRA SINGH
                Mother's Name: KIRAN SHUKLA
                
                Registration Number: DEL/2005/16642
                Date of Registration: 06/08/2021",BIRTH_CERTIFICATE
"Rajasthan TRANSPORT DEPT
                LICENSE TO DRIVE MOTOR VEHICLE
                
                Holder Name: ARJUN REDDY
                Father Name: RAJENDRA KUMAR
                Date of Birth: 28/01/1998
                License Number: RJ7977357415
                Issue Date: 09/03/2023
                Authorization: LMV",DRIVING_LICENSE
"Maharashtra सरकार
                राजस्व विभाग
                
                जाति प्रमाण पत्र
                CASTE CERTIFICATE
                
                श्री/श्रीमती SITA GUPTA
                पुत्र/पुत्री: MAHENDRA SINGH
                निवासी: 833 Cunningham Road, Pune 110003
                
                जाति: PATEL
                श्रेणी: SC",COMMUNITY_CERTIFICATE
"INCOME TAX DEPARTMENT
                GOVERNMENT OF INDIA
                PERMANENT ACCOUNT NUMBER CARD
                
                Name: PUSHPA TIWARI
                Father's Name: RAJENDRA KUMAR
                Date of Birth: 12/09/1979
                PAN: QIKEB2829T
                Signature",PAN_CARD
"भारत सरकार GOVERNMENT OF INDIA
                आधार AADHAAR
                
                नाम/Name: DEEPIKA JOSHI
                जन्म तिथि/DOB: 04/02/1996  
                आधार संख्या/Aadhaar No.: 8206 6963 3297
                पता/Address: 132 Indiranagar, Hyderabad 560004",AADHAR_CARD
